Protein,Length,MolecularWeight,Aromaticity,Hydrophobicity_GRAVY
TC.CA.PGAv.1.6.scaffold85.3,503,64099.38999999993,0.05168986083499006,-0.38091451292246503
TC.CA.PGAv.1.6.scaffold1129.34,97,12581.89,0.05154639175257732,-0.5731958762886596
TC.CA.PGAv.1.6.scaffold85.4,321,39861.060000000005,0.06853582554517133,0.16355140186915887
TC.CA.PGAv.1.6.scaffold1129.35,383,49468.30000000005,0.06788511749347259,-0.1412532637075721
TC.CA.PGAv.1.6.scaffold85.5,411,54553.10000000009,0.13381995133819952,0.16204379562043775
TC.CA.PGAv.1.6.scaffold1129.36,67,9047.339999999998,0.07462686567164178,-0.1522388059701492
TC.CA.PGAv.1.6.scaffold85.6,158,21020.630000000012,0.11392405063291139,-0.022151898734177198
TC.CA.PGAv.1.6.scaffold1129.37,467,61093.24999999997,0.10492505353319058,-0.17066381156316937
TC.CA.PGAv.1.6.scaffold85.7,353,45292.12,0.1359773371104816,0.33512747875354093
TC.CA.PGAv.1.6.scaffold1129.38,438,57702.66999999997,0.10730593607305935,-0.2166666666666671
TC.CA.PGAv.1.6.scaffold85.8,348,44441.38000000003,0.08333333333333333,-0.1517241379310345
TC.CA.PGAv.1.6.scaffold1129.39,399,52845.309999999976,0.09022556390977443,-0.2872180451127824
TC.CA.PGAv.1.6.scaffold85.9,360,46450.259999999944,0.07777777777777778,0.006111111111111062
TC.CA.PGAv.1.6.scaffold338.19,332,43926.249999999956,0.09036144578313253,-0.8518072289156627
TC.CA.PGAv.1.6.scaffold338.18,396,51448.329999999965,0.10606060606060606,-0.2838383838383837
TC.CA.PGAv.1.6.scaffold338.17,559,72749.1899999999,0.10912343470483005,0.041144901610017715
TC.CA.PGAv.1.6.scaffold637.49,361,44852.950000000004,0.10803324099722991,0.11689750692520774
TC.CA.PGAv.1.6.scaffold338.16,193,24742.969999999994,0.09844559585492228,-0.5373056994818654
TC.CA.PGAv.1.6.scaffold338.15,149,18445.910000000007,0.04697986577181208,0.2463087248322143
TC.CA.PGAv.1.6.scaffold338.14,282,37131.369999999995,0.08865248226950355,-0.2290780141843971
TC.CA.PGAv.1.6.scaffold637.46,298,38597.920000000035,0.12080536912751678,0.6996644295302016
TC.CA.PGAv.1.6.scaffold338.13,99,11677.320000000003,0.050505050505050504,0.37878787878787873
TC.CA.PGAv.1.6.scaffold637.45,261,34392.409999999974,0.07279693486590039,-0.6022988505747128
TC.CA.PGAv.1.6.scaffold338.12,452,58643.27999999995,0.11504424778761062,-0.2891592920353984
TC.CA.PGAv.1.6.scaffold637.48,835,108353.29999999981,0.09580838323353294,0.05748502994011942
TC.CA.PGAv.1.6.scaffold338.11,358,46929.67000000001,0.07262569832402235,-0.4924581005586589
TC.CA.PGAv.1.6.scaffold637.47,761,98894.47999999979,0.11038107752956636,0.4227332457293048
TC.CA.PGAv.1.6.scaffold338.10,780,100967.58999999981,0.10128205128205128,-0.2044871794871795
TC.CA.PGAv.1.6.scaffold1072.4,257,33271.64999999999,0.08560311284046693,-0.3832684824902726
TC.CA.PGAv.1.6.scaffold637.42,327,42630.61999999998,0.07339449541284404,-0.31529051987767615
TC.CA.PGAv.1.6.scaffold1072.3,300,40077.48999999999,0.13333333333333333,-0.6653333333333332
TC.CA.PGAv.1.6.scaffold637.41,776,103418.81999999986,0.10309278350515463,-0.5217783505154636
TC.CA.PGAv.1.6.scaffold1072.2,210,27778.519999999986,0.1,-0.7276190476190477
TC.CA.PGAv.1.6.scaffold637.44,428,54636.58,0.0630841121495327,-0.2257009345794394
TC.CA.PGAv.1.6.scaffold1072.1,455,60453.380000000056,0.09010989010989011,-0.1327472527472528
TC.CA.PGAv.1.6.scaffold637.43,121,15759.260000000015,0.049586776859504134,-0.5983471074380166
TC.CA.PGAv.1.6.scaffold1072.7,835,109046.03999999976,0.09700598802395209,-0.002155688622754831
TC.CA.PGAv.1.6.scaffold1072.6,3603,464916.01000000467,0.0768803774632251,-0.1289758534554534
TC.CA.PGAv.1.6.scaffold637.40,836,110238.13999999952,0.10167464114832536,-0.1398325358851679
TC.CA.PGAv.1.6.scaffold1072.5,99,12969.529999999999,0.13131313131313133,0.1747474747474748
TC.CA.PGAv.1.6.scaffold438.95,877,114726.95999999964,0.09692132269099202,-0.0322690992018245
TC.CA.PGAv.1.6.scaffold438.96,807,106124.63999999966,0.05947955390334572,-0.7762081784386589
TC.CA.PGAv.1.6.scaffold438.97,379,47402.78999999998,0.08970976253298153,0.5894459102902374
TC.CA.PGAv.1.6.scaffold438.98,1053,138643.44999999928,0.11016144349477683,-0.14520417853751172
TC.CA.PGAv.1.6.scaffold637.57,191,24031.540000000008,0.08376963350785341,0.18534031413612584
TC.CA.PGAv.1.6.scaffold438.91,632,80310.58999999978,0.06962025316455696,0.247626582278481
TC.CA.PGAv.1.6.scaffold637.56,149,19550.969999999994,0.053691275167785234,-0.7657718120805371
TC.CA.PGAv.1.6.scaffold438.92,327,42295.489999999976,0.12844036697247707,-0.2611620795107036
TC.CA.PGAv.1.6.scaffold637.59,141,18268.13,0.028368794326241134,-0.619148936170213
TC.CA.PGAv.1.6.scaffold438.93,657,83863.03999999989,0.1171993911719939,0.3299847792998481
TC.CA.PGAv.1.6.scaffold637.58,157,19848.030000000002,0.050955414012738856,-0.8885350318471343
TC.CA.PGAv.1.6.scaffold438.94,433,56601.41999999996,0.06697459584295612,-0.2605080831408778
TC.CA.PGAv.1.6.scaffold637.53,340,43944.39000000001,0.07058823529411765,-0.689117647058823
TC.CA.PGAv.1.6.scaffold637.52,177,22958.599999999995,0.07909604519774012,-0.07570621468926553
TC.CA.PGAv.1.6.scaffold637.55,445,57697.57999999999,0.07865168539325842,-0.21528089887640464
TC.CA.PGAv.1.6.scaffold637.54,376,49614.06999999997,0.10106382978723404,-0.359308510638298
TC.CA.PGAv.1.6.scaffold438.99,356,45510.34,0.07865168539325842,-0.1918539325842699
TC.CA.PGAv.1.6.scaffold637.51,157,19989.480000000007,0.025477707006369428,0.04904458598726094
TC.CA.PGAv.1.6.scaffold637.50,507,66309.99999999991,0.09467455621301775,-0.05424063116370806
TC.CA.PGAv.1.6.scaffold542.7,161,20826.829999999994,0.17391304347826086,-0.21739130434782614
TC.CA.PGAv.1.6.scaffold542.6,182,23896.80000000002,0.06043956043956044,-0.20329670329670332
TC.CA.PGAv.1.6.scaffold542.9,322,43146.16999999998,0.07763975155279502,-0.7074534161490681
TC.CA.PGAv.1.6.scaffold542.8,477,63136.52999999989,0.09643605870020965,-0.45681341719077595
TC.CA.PGAv.1.6.scaffold542.3,425,55583.709999999985,0.06588235294117648,-0.40000000000000013
TC.CA.PGAv.1.6.scaffold542.2,119,15619.470000000005,0.058823529411764705,-0.46722689075630247
TC.CA.PGAv.1.6.scaffold542.5,84,11058.659999999998,0.07142857142857142,0.4595238095238097
TC.CA.PGAv.1.6.scaffold542.4,60,7814.839999999998,0.06666666666666667,0.00999999999999998
TC.CA.PGAv.1.6.scaffold438.90,429,56998.36,0.07692307692307693,-0.5079254079254079
TC.CA.PGAv.1.6.scaffold542.1,530,68411.47999999991,0.07547169811320754,-0.40471698113207566
TC.CA.PGAv.1.6.scaffold438.84,101,13853.73000000001,0.07920792079207921,-0.7712871287128719
TC.CA.PGAv.1.6.scaffold438.85,66,8837.989999999998,0.06060606060606061,-0.7787878787878789
TC.CA.PGAv.1.6.scaffold438.86,162,21790.939999999995,0.12345679012345678,-0.4722222222222222
TC.CA.PGAv.1.6.scaffold438.87,673,87210.39999999975,0.11589895988112928,0.27741456166419093
TC.CA.PGAv.1.6.scaffold637.68,165,21469.139999999996,0.08484848484848485,-0.10121212121212121
TC.CA.PGAv.1.6.scaffold438.80,528,70094.92999999992,0.10606060606060606,-0.16003787878787915
TC.CA.PGAv.1.6.scaffold637.67,175,23099.789999999997,0.09714285714285714,-0.1817142857142857
TC.CA.PGAv.1.6.scaffold438.81,116,15656.370000000004,0.08620689655172414,-0.7862068965517242
TC.CA.PGAv.1.6.scaffold438.82,373,47804.99999999995,0.08847184986595175,-0.18418230563002677
TC.CA.PGAv.1.6.scaffold637.69,332,44063.96000000002,0.0963855421686747,0.04698795180722893
TC.CA.PGAv.1.6.scaffold438.83,154,20740.53000000002,0.07142857142857142,-0.5168831168831173
TC.CA.PGAv.1.6.scaffold637.64,126,16462.190000000006,0.15079365079365079,-0.23730158730158726
TC.CA.PGAv.1.6.scaffold637.63,166,21437.210000000006,0.08433734939759036,0.028915662650602414
TC.CA.PGAv.1.6.scaffold637.66,388,50339.29999999998,0.09536082474226804,-0.23144329896907245
TC.CA.PGAv.1.6.scaffold637.65,266,34368.33999999997,0.09022556390977443,0.03458646616541357
TC.CA.PGAv.1.6.scaffold637.60,555,70330.98999999993,0.032432432432432434,0.030630630630630745
TC.CA.PGAv.1.6.scaffold438.88,115,15009.920000000004,0.13043478260869565,0.24086956521739133
TC.CA.PGAv.1.6.scaffold438.89,78,10607.090000000004,0.0641025641025641,-0.5628205128205128
TC.CA.PGAv.1.6.scaffold637.62,682,87397.46999999986,0.08064516129032258,-0.570821114369501
TC.CA.PGAv.1.6.scaffold637.61,80,9833.18,0.0375,0.6362500000000002
TC.CA.PGAv.1.6.scaffold1588.1,538,68460.94999999992,0.07992565055762081,-0.5027881040892195
TC.CA.PGAv.1.6.scaffold1588.2,96,13050.619999999994,0.10416666666666667,-0.6062499999999998
TC.CA.PGAv.1.6.scaffold1588.5,457,60367.82,0.07221006564551423,-0.4866520787746162
TC.CA.PGAv.1.6.scaffold1588.6,415,55052.06000000001,0.15180722891566265,0.35879518072289135
TC.CA.PGAv.1.6.scaffold1588.3,578,71945.82999999994,0.0328719723183391,-0.06937716262975781
TC.CA.PGAv.1.6.scaffold1588.4,230,29841.559999999987,0.06521739130434782,-0.7156521739130441
TC.CA.PGAv.1.6.scaffold1527.12,119,16020.629999999994,0.06722689075630252,-0.5991596638655465
TC.CA.PGAv.1.6.scaffold1527.11,357,46335.34,0.13165266106442577,0.8672268907563031
TC.CA.PGAv.1.6.scaffold1527.10,220,29749.219999999987,0.08181818181818182,-1.0563636363636368
TC.CA.PGAv.1.6.scaffold1797.1,142,18940.539999999986,0.09154929577464789,-0.402112676056338
TC.CA.PGAv.1.6.scaffold1527.15,437,57819.509999999944,0.09153318077803203,-0.19931350114416513
TC.CA.PGAv.1.6.scaffold1527.14,119,16135.969999999996,0.09243697478991597,-0.709243697478992
TC.CA.PGAv.1.6.scaffold1527.13,134,18284.92999999999,0.08208955223880597,-0.9149253731343291
TC.CA.PGAv.1.6.scaffold637.71,142,18951.390000000007,0.07746478873239436,-0.011267605633802804
TC.CA.PGAv.1.6.scaffold637.70,517,67133.10999999999,0.09477756286266925,0.03172147001934238
TC.CA.PGAv.1.6.scaffold662.1,676,88925.35999999993,0.11538461538461539,-0.6353550295857973
TC.CA.PGAv.1.6.scaffold662.2,854,108651.62999999945,0.06908665105386416,-0.6220140515222473
TC.CA.PGAv.1.6.scaffold297.14,110,14520.03,0.06363636363636363,-0.6845454545454543
TC.CA.PGAv.1.6.scaffold297.12,112,15510.750000000005,0.14285714285714285,-0.9955357142857146
TC.CA.PGAv.1.6.scaffold297.13,740,96392.22999999975,0.06891891891891892,-0.45824324324324206
TC.CA.PGAv.1.6.scaffold1437.20,345,44432.439999999995,0.06956521739130435,-0.1973913043478262
TC.CA.PGAv.1.6.scaffold297.10,859,113871.65999999987,0.12689173457508732,-0.45762514551804273
TC.CA.PGAv.1.6.scaffold1437.21,199,25446.510000000013,0.06030150753768844,-0.03819095477386934
TC.CA.PGAv.1.6.scaffold297.11,173,22788.830000000005,0.10404624277456648,-0.547976878612717
TC.CA.PGAv.1.6.scaffold1228.1,411,53128.34000000008,0.10948905109489052,-0.20291970802919712
TC.CA.PGAv.1.6.scaffold1228.3,459,59962.96000000009,0.11982570806100218,-0.16623093681917236
TC.CA.PGAv.1.6.scaffold1228.2,455,59684.6000000001,0.12747252747252746,-0.25670329670329683
TC.CA.PGAv.1.6.scaffold1228.9,419,54127.21999999996,0.09069212410501193,-0.3238663484486879
TC.CA.PGAv.1.6.scaffold1228.8,636,79633.48999999974,0.05660377358490566,0.09874213836477949
TC.CA.PGAv.1.6.scaffold1228.5,514,67910.62999999996,0.0933852140077821,-0.44357976653696524
TC.CA.PGAv.1.6.scaffold1228.4,163,21429.269999999993,0.09815950920245399,-0.6760736196319016
TC.CA.PGAv.1.6.scaffold1228.7,515,67779.39999999992,0.1087378640776699,0.0376699029126212
TC.CA.PGAv.1.6.scaffold1228.6,245,32169.459999999995,0.11020408163265306,-0.3485714285714286
TC.CA.PGAv.1.6.scaffold524.6,553,73380.18999999986,0.0922242314647378,-0.21826401446654609
TC.CA.PGAv.1.6.scaffold524.7,179,23389.09000000001,0.07262569832402235,-0.08659217877094959
TC.CA.PGAv.1.6.scaffold524.8,760,100005.09999999961,0.0868421052631579,-0.11828947368421099
TC.CA.PGAv.1.6.scaffold524.9,340,44654.68,0.10294117647058823,-0.33088235294117685
TC.CA.PGAv.1.6.scaffold524.2,74,9435.219999999998,0.02702702702702703,-0.8256756756756757
TC.CA.PGAv.1.6.scaffold524.3,226,28683.749999999985,0.0752212389380531,-0.07831858407079638
TC.CA.PGAv.1.6.scaffold524.4,129,16284.699999999997,0.10852713178294573,-0.1953488372093023
TC.CA.PGAv.1.6.scaffold524.5,114,14956.750000000002,0.10526315789473684,-0.04912280701754387
TC.CA.PGAv.1.6.scaffold524.1,93,11598.510000000004,0.07526881720430108,-0.5838709677419353
TC.CA.PGAv.1.6.scaffold1129.20,577,75235.34000000003,0.10918544194107452,-0.2388214904679375
TC.CA.PGAv.1.6.scaffold1129.21,777,99718.56999999948,0.08751608751608751,0.4202059202059213
TC.CA.PGAv.1.6.scaffold1370.1,331,43018.570000000014,0.07250755287009064,-0.3060422960725083
TC.CA.PGAv.1.6.scaffold1129.22,309,39394.87999999996,0.08090614886731391,-0.03786407766990288
TC.CA.PGAv.1.6.scaffold1129.23,173,22081.73,0.07514450867052024,-0.08554913294797685
TC.CA.PGAv.1.6.scaffold1129.24,513,68378.10000000003,0.1617933723196881,-0.45886939571150115
TC.CA.PGAv.1.6.scaffold1370.2,359,46447.92999999994,0.06963788300835655,-0.056545961002785486
TC.CA.PGAv.1.6.scaffold1129.25,340,44994.47000000002,0.15,-0.3526470588235296
TC.CA.PGAv.1.6.scaffold1129.26,466,60974.95999999991,0.07939914163090128,-0.37317596566523625
TC.CA.PGAv.1.6.scaffold1129.27,632,84055.11999999985,0.1060126582278481,-0.3950949367088606
TC.CA.PGAv.1.6.scaffold1129.28,632,84165.26999999984,0.10443037974683544,-0.4045886075949367
TC.CA.PGAv.1.6.scaffold1129.29,994,129306.42999999964,0.052313883299798795,-0.821227364185109
TC.CA.PGAv.1.6.scaffold448.4,200,26455.039999999997,0.045,-1.6830000000000007
TC.CA.PGAv.1.6.scaffold448.3,626,81453.13999999987,0.07188498402555911,-0.353833865814696
TC.CA.PGAv.1.6.scaffold448.2,147,19238.80000000001,0.1292517006802721,-0.38367346938775515
TC.CA.PGAv.1.6.scaffold448.1,118,15567.460000000006,0.059322033898305086,-0.3576271186440677
TC.CA.PGAv.1.6.scaffold315.9,710,92540.82999999989,0.07042253521126761,-0.5178873239436618
TC.CA.PGAv.1.6.scaffold315.8,351,43115.669999999984,0.05413105413105413,0.15897435897435913
TC.CA.PGAv.1.6.scaffold315.7,398,51339.61000000001,0.08040201005025126,-0.13944723618090446
TC.CA.PGAv.1.6.scaffold315.6,334,43371.33,0.08982035928143713,-0.30179640718562895
TC.CA.PGAv.1.6.scaffold1129.10,93,11655.460000000005,0.043010752688172046,0.3032258064516127
TC.CA.PGAv.1.6.scaffold315.5,130,16866.2,0.07692307692307693,-0.777692307692308
TC.CA.PGAv.1.6.scaffold1129.11,427,53835.879999999954,0.06791569086651054,0.10444964871194373
TC.CA.PGAv.1.6.scaffold315.4,440,58287.490000000034,0.11818181818181818,-0.26136363636363646
TC.CA.PGAv.1.6.scaffold1129.12,216,28491.939999999995,0.14351851851851852,0.21111111111111083
TC.CA.PGAv.1.6.scaffold315.3,198,26179.979999999992,0.09595959595959595,-0.5126262626262627
TC.CA.PGAv.1.6.scaffold1129.13,435,58165.43999999994,0.07586206896551724,-0.7878160919540217
TC.CA.PGAv.1.6.scaffold315.2,290,38713.24000000001,0.11724137931034483,0.22896551724137917
TC.CA.PGAv.1.6.scaffold1129.14,110,14123.740000000002,0.045454545454545456,-0.9663636363636362
TC.CA.PGAv.1.6.scaffold315.1,718,94027.60999999974,0.10306406685236769,-0.023955431754874676
TC.CA.PGAv.1.6.scaffold1129.15,256,31668.600000000013,0.0625,-0.27734375000000056
TC.CA.PGAv.1.6.scaffold1129.16,1023,129640.49999999945,0.056695992179863146,-0.41495601173020424
TC.CA.PGAv.1.6.scaffold1129.17,412,49720.78999999993,0.0412621359223301,-0.8774271844660183
TC.CA.PGAv.1.6.scaffold1129.18,263,33999.63999999999,0.07984790874524715,-0.6406844106463884
TC.CA.PGAv.1.6.scaffold1129.19,768,100845.28999999982,0.09505208333333333,-0.26966145833333294
TC.CA.PGAv.1.6.scaffold907.4,426,56073.159999999916,0.11032863849765258,-0.36408450704225387
TC.CA.PGAv.1.6.scaffold1425.19,515,66847.8299999999,0.062135922330097085,-0.3761165048543684
TC.CA.PGAv.1.6.scaffold907.3,62,8454.730000000001,0.11290322580645161,-0.30322580645161296
TC.CA.PGAv.1.6.scaffold1425.18,396,50739.53999999991,0.08838383838383838,-0.2207070707070707
TC.CA.PGAv.1.6.scaffold907.2,310,39011.76999999998,0.07419354838709677,-0.04419354838709668
TC.CA.PGAv.1.6.scaffold907.1,91,12115.49,0.04395604395604396,-0.5516483516483518
TC.CA.PGAv.1.6.scaffold907.8,541,71466.29999999997,0.11090573012939002,-0.2639556377079482
TC.CA.PGAv.1.6.scaffold1425.15,417,51882.13999999998,0.05515587529976019,0.015347721822541759
TC.CA.PGAv.1.6.scaffold907.7,569,72282.27999999997,0.054481546572934976,-0.001757469244288153
TC.CA.PGAv.1.6.scaffold1425.14,67,8143.9,0.04477611940298507,-0.4865671641791044
TC.CA.PGAv.1.6.scaffold907.6,303,39343.05999999998,0.10561056105610561,-0.027722772277227723
TC.CA.PGAv.1.6.scaffold1425.17,624,81331.92999999977,0.07852564102564102,-0.39358974358974275
TC.CA.PGAv.1.6.scaffold907.5,178,23418.819999999985,0.08426966292134831,-0.6393258426966293
TC.CA.PGAv.1.6.scaffold1425.16,255,32645.27000000002,0.07058823529411765,-0.06117647058823524
TC.CA.PGAv.1.6.scaffold1425.11,191,25536.33000000001,0.07853403141361257,-0.6020942408376966
TC.CA.PGAv.1.6.scaffold1425.10,293,38984.12000000001,0.09215017064846416,-0.824573378839591
TC.CA.PGAv.1.6.scaffold1425.13,209,26791.130000000012,0.08133971291866028,-0.18995215311004787
TC.CA.PGAv.1.6.scaffold907.9,790,102535.87999999976,0.0949367088607595,-0.07303797468354473
TC.CA.PGAv.1.6.scaffold1425.12,712,92768.19999999974,0.07162921348314606,-0.2823033707865164
TC.CA.PGAv.1.6.scaffold1437.5,220,30130.679999999993,0.12727272727272726,-0.7163636363636362
TC.CA.PGAv.1.6.scaffold1437.4,1090,141172.8899999995,0.08440366972477065,-0.09651376146788997
TC.CA.PGAv.1.6.scaffold1437.7,362,48799.929999999986,0.0856353591160221,-0.953867403314916
TC.CA.PGAv.1.6.scaffold1437.6,200,26990.32,0.12,-0.7049999999999998
TC.CA.PGAv.1.6.scaffold1437.9,160,19875.149999999998,0.1,0.33999999999999997
TC.CA.PGAv.1.6.scaffold317.10,120,15549.2,0.11666666666666667,-0.056666666666666664
TC.CA.PGAv.1.6.scaffold1437.8,726,95340.93999999977,0.09641873278236915,-0.06253443526170797
TC.CA.PGAv.1.6.scaffold317.14,387,49372.23999999996,0.07235142118863049,-0.2677002583979328
TC.CA.PGAv.1.6.scaffold317.13,597,76512.52999999977,0.06030150753768844,-0.35309882747068677
TC.CA.PGAv.1.6.scaffold317.12,208,26397.70000000002,0.04326923076923077,-0.22644230769230778
TC.CA.PGAv.1.6.scaffold317.11,392,50476.280000000006,0.14030612244897958,0.5609693877551023
TC.CA.PGAv.1.6.scaffold317.15,350,44659.30999999997,0.08,-0.24085714285714294
TC.CA.PGAv.1.6.scaffold1425.25,970,126010.08999999965,0.061855670103092786,-0.2807216494845361
TC.CA.PGAv.1.6.scaffold1425.22,1238,162079.89999999964,0.08319870759289176,-0.3136510500807751
TC.CA.PGAv.1.6.scaffold1425.21,177,23035.85,0.05084745762711865,-0.5570621468926554
TC.CA.PGAv.1.6.scaffold1425.24,404,53074.43999999998,0.0891089108910891,-0.14381188118811897
TC.CA.PGAv.1.6.scaffold1425.23,651,82618.69999999969,0.05069124423963134,-0.3497695852534559
TC.CA.PGAv.1.6.scaffold1425.20,243,31129.729999999992,0.06995884773662552,-0.7259259259259262
TC.CA.PGAv.1.6.scaffold1437.19,348,45051.99,0.07758620689655173,-0.20747126436781618
TC.CA.PGAv.1.6.scaffold1437.15,144,19257.539999999997,0.1388888888888889,-0.14791666666666667
TC.CA.PGAv.1.6.scaffold1437.16,273,36511.440000000024,0.10989010989010989,-0.1992673992673993
TC.CA.PGAv.1.6.scaffold1437.17,142,17226.03000000001,0.04225352112676056,-0.2830985915492956
TC.CA.PGAv.1.6.scaffold1437.18,415,53602.84999999999,0.08674698795180723,-0.03879518072289164
TC.CA.PGAv.1.6.scaffold1437.11,161,21442.37000000001,0.09937888198757763,0.09627329192546603
TC.CA.PGAv.1.6.scaffold1437.12,192,25603.790000000008,0.07291666666666667,-0.4026041666666667
TC.CA.PGAv.1.6.scaffold1437.13,181,23833.600000000013,0.0718232044198895,-0.39116022099447545
TC.CA.PGAv.1.6.scaffold1437.14,200,25726.67,0.1,0.1260000000000001
TC.CA.PGAv.1.6.scaffold1437.10,377,49731.55999999999,0.10079575596816977,-0.11087533156498675
TC.CA.PGAv.1.6.scaffold1437.1,204,27043.720000000016,0.11764705882352941,-0.3411764705882352
TC.CA.PGAv.1.6.scaffold1437.3,136,18149.23000000001,0.125,-0.12573529411764706
TC.CA.PGAv.1.6.scaffold1437.2,172,22194.910000000014,0.09302325581395349,0.06569767441860463
TC.CA.PGAv.1.6.scaffold472.19,347,45925.92000000002,0.10662824207492795,0.03400576368876065
TC.CA.PGAv.1.6.scaffold472.17,805,105647.0799999996,0.0782608695652174,-0.22633540372670763
TC.CA.PGAv.1.6.scaffold472.18,314,40826.40999999995,0.07961783439490445,-0.5570063694267523
TC.CA.PGAv.1.6.scaffold472.11,754,97922.9599999997,0.08488063660477453,-0.2297082228116714
TC.CA.PGAv.1.6.scaffold472.12,98,12255.460000000003,0.061224489795918366,-0.40204081632653055
TC.CA.PGAv.1.6.scaffold472.10,749,99579.38999999952,0.09345794392523364,-0.26248331108144185
TC.CA.PGAv.1.6.scaffold472.15,171,22090.320000000003,0.1286549707602339,0.05087719298245618
TC.CA.PGAv.1.6.scaffold472.16,162,21018.670000000006,0.1111111111111111,0.04999999999999994
TC.CA.PGAv.1.6.scaffold472.13,136,17179.110000000008,0.09558823529411764,0.011029411764705925
TC.CA.PGAv.1.6.scaffold472.14,420,56611.070000000065,0.11904761904761904,-0.4614285714285711
TC.CA.PGAv.1.6.scaffold1842.1,614,80956.34999999986,0.05537459283387622,-0.995602605863193
TC.CA.PGAv.1.6.scaffold1842.2,807,107046.36999999982,0.09665427509293681,-0.543246592317223
TC.CA.PGAv.1.6.scaffold1842.3,101,13048.99,0.06930693069306931,0.297029702970297
TC.CA.PGAv.1.6.scaffold2086.1,169,22065.590000000015,0.07692307692307693,-0.32958579881656797
TC.CA.PGAv.1.6.scaffold2086.2,253,32584.680000000015,0.07114624505928854,-0.46403162055336017
TC.CA.PGAv.1.6.scaffold2086.3,164,21920.24,0.10365853658536585,-0.38170731707317085
TC.CA.PGAv.1.6.scaffold2086.4,206,27671.4,0.13106796116504854,-0.3218446601941747
TC.CA.PGAv.1.6.scaffold2086.5,515,68670.81999999996,0.13592233009708737,-0.0753398058252428
TC.CA.PGAv.1.6.scaffold1143.4,132,17434.41000000001,0.045454545454545456,-0.7969696969696975
TC.CA.PGAv.1.6.scaffold1143.5,140,17521.58000000001,0.07857142857142857,0.23142857142857157
TC.CA.PGAv.1.6.scaffold1143.6,377,49708.99000000002,0.09549071618037135,-0.35649867374005334
TC.CA.PGAv.1.6.scaffold1143.7,1500,197469.44999999908,0.11533333333333333,-0.04553333333333275
TC.CA.PGAv.1.6.scaffold1855.3,1211,157636.57999999932,0.06275805119735756,-0.6148637489677937
TC.CA.PGAv.1.6.scaffold1143.8,750,96912.51999999973,0.084,-0.1813333333333338
TC.CA.PGAv.1.6.scaffold1855.2,433,56650.42999999996,0.07852193995381063,-0.3295612009237878
TC.CA.PGAv.1.6.scaffold1143.9,237,29859.760000000002,0.09282700421940929,-0.1822784810126585
TC.CA.PGAv.1.6.scaffold1855.1,279,35092.75999999997,0.06093189964157706,-0.5939068100358423
TC.CA.PGAv.1.6.scaffold77.18,296,39552.15999999993,0.12162162162162163,-0.6192567567567575
TC.CA.PGAv.1.6.scaffold77.19,139,17313.12000000001,0.07194244604316546,0.10647482014388483
TC.CA.PGAv.1.6.scaffold77.16,383,48766.369999999966,0.0783289817232376,-0.38720626631853794
TC.CA.PGAv.1.6.scaffold77.17,207,26420.41000000001,0.07246376811594203,-0.018840579710144956
TC.CA.PGAv.1.6.scaffold1143.1,99,12995.420000000006,0.1111111111111111,-0.3838383838383838
TC.CA.PGAv.1.6.scaffold1143.2,155,20646.110000000008,0.0967741935483871,-0.5477419354838711
TC.CA.PGAv.1.6.scaffold1143.3,303,40083.88000000001,0.0924092409240924,-0.5194719471947195
TC.CA.PGAv.1.6.scaffold2073.1,136,17684.000000000004,0.08823529411764706,-0.22647058823529406
TC.CA.PGAv.1.6.scaffold77.21,307,39947.78999999999,0.08794788273615635,0.04853420195439742
TC.CA.PGAv.1.6.scaffold2073.2,640,85383.60999999986,0.1203125,-0.2259375000000002
TC.CA.PGAv.1.6.scaffold2073.3,368,48700.96999999998,0.10597826086956522,-0.26793478260869596
TC.CA.PGAv.1.6.scaffold2073.4,577,75282.12999999986,0.09532062391681109,-0.2608318890814557
TC.CA.PGAv.1.6.scaffold77.20,520,67540.02999999996,0.08461538461538462,-0.3215384615384618
TC.CA.PGAv.1.6.scaffold236.10,203,26238.900000000012,0.10837438423645321,-0.27684729064039426
TC.CA.PGAv.1.6.scaffold236.12,317,39062.039999999986,0.07570977917981073,-0.3037854889589911
TC.CA.PGAv.1.6.scaffold236.11,464,59336.729999999996,0.0625,-0.25387931034482775
TC.CA.PGAv.1.6.scaffold236.14,325,40750.34999999991,0.046153846153846156,-0.5907692307692312
TC.CA.PGAv.1.6.scaffold236.13,471,59130.389999999934,0.08280254777070063,-0.44798301486199593
TC.CA.PGAv.1.6.scaffold626.9,277,36691.62000000001,0.11913357400722022,-0.3317689530685922
TC.CA.PGAv.1.6.scaffold626.7,475,63372.17999999995,0.11157894736842106,-0.42526315789473657
TC.CA.PGAv.1.6.scaffold626.8,110,14439.340000000007,0.09090909090909091,0.1545454545454545
TC.CA.PGAv.1.6.scaffold626.1,315,40511.56999999994,0.08253968253968254,-0.2685714285714287
TC.CA.PGAv.1.6.scaffold626.2,496,65896.00000000006,0.14717741935483872,0.06249999999999998
TC.CA.PGAv.1.6.scaffold626.5,345,43686.64999999997,0.06376811594202898,-0.3069565217391306
TC.CA.PGAv.1.6.scaffold626.6,124,16257.510000000013,0.06451612903225806,0.006451612903225798
TC.CA.PGAv.1.6.scaffold626.3,102,13126.600000000002,0.058823529411764705,-0.24803921568627454
TC.CA.PGAv.1.6.scaffold626.4,594,76899.39999999998,0.09595959595959595,-0.19259259259259287
